Country Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MHL,1949.855008,1970.129987,2122.133457,2275.833562,2442.13765,2685.297263,2449.384068,2334.254588,2345.695173,2346.006268,2415.544748,2604.848567,2694.271015,2647.588389,2693.534958,2803.189922,2853.314259,3009.923504,2871.934397,2977.667509,3208.363777,3245.584664,3219.701173,3394.480721,3410.117432,3483.922712,3547.820684,3711.44609,3911.76729,4218.936639,4147.097245,4181.487228
MIC,2660.809389,2761.355367,2835.662576,2935.746401,3041.496753,3185.662809,3370.637043,3541.313673,3568.454687,3712.902894,3969.278368,4160.696194,4371.397476,4673.058106,5105.179232,5584.140271,6205.052523,6838.798672,7355.846622,7575.81433,8162.562814,8768.656982,9282.671161,9713.091732,10000.17942,10069.58301,10422.96179,10924.24308,11617.56103,12125.04559,11937.82147,13134.2711
MKD,5528.226186,5370.346702,5144.110644,4884.091888,4906.39879,4949.579927,5084.08924,5226.718197,5448.073869,5724.47004,6151.796866,6049.915617,6395.226348,6595.45197,7172.004987,7848.882967,8690.236926,9350.907779,10521.89673,11009.99159,11361.00939,11689.90577,11915.68987,12727.33641,13434.84324,13888.29539,15137.99583,15706.44417,16796.27023,17546.41692,16719.6901,17918.07707
MLI,803.3394613,908.1035307,877.0862695,902.2146571,930.9344787,934.1156309,992.2580187,1031.194457,1092.936212,1140.441686,1133.251811,1298.393079,1319.178754,1423.073796,1437.711281,1529.437547,1596.660712,1641.396286,1695.33625,1730.833043,1787.357586,1826.647557,1763.840251,1812.96622,1915.304472,2032.655872,2189.006622,2246.797421,2338.260312,2419.688689,2347.796674,2447.324283
MLT,9019.404724,9644.34278,10220.86004,10823.31568,11570.41573,12475.00438,13076.11883,13820.16717,14470.54795,15110.49434,18355.49679,18510.59845,19599.94143,20929.39549,21545.42519,22306.62287,23320.95984,25059.13771,26523.53269,26649.60413,28722.70219,28973.27086,30243.84131,32295.84734,34344.02179,37455.20487,39705.89872,43559.31618,45568.72321,47407.88079,43243.17265,47714.45217
MMR,400.0883691,412.4608676,435.4776605,474.9544093,512.0937318,553.8781962,594.2815917,632.8257073,668.1553331,725.9461275,824.9627665,938.5666095,1054.099276,1203.22483,1392.712143,1618.413814,1876.893679,2154.57519,2424.024319,2676.324325,2960.565723,3224.50102,3547.130653,3782.572595,4009.962562,4105.443377,4031.179736,4224.545031,4574.596178,4939.747975,5123.407709,4344.943168
MNA,4704.938651,5074.024086,5309.040662,5395.999671,5461.114178,5611.425269,5957.592815,6168.48614,6533.149446,6821.688421,7294.325441,7529.186278,7765.254506,7935.435652,8645.224149,9138.013416,9731.155831,10428.72883,10798.99779,10926.72371,11431.10344,11443.15844,11664.85788,11525.33341,11200.212,10540.12611,10624.08338,10923.75836,11184.37467,11353.77737,11009.5569,11776.76453
MNE,,,,,,,,,,,6001.791312,6770.287919,7100.324632,7340.860996,7842.302151,8313.652234,10458.7261,12459.31796,13816.57331,13022.14537,13636.01508,14472.48482,13863.8907,14870.15294,15371.14255,16332.84831,18199.38303,19682.2652,21513.29975,23072.58274,19989.65367,22795.40727
MNG,3342.89421,3107.440573,2851.182352,2801.672899,2900.431704,3126.026674,3228.346732,3383.97875,3506.452709,3633.332159,3725.014427,3885.462147,4092.749696,4419.728917,4965.027242,5426.869201,5996.027939,6697.63382,7326.082449,7165.444305,7582.377775,8912.873391,10227.53027,10549.89206,11056.29853,10648.27398,10737.48613,11366.30394,12316.00107,13013.04724,12365.93848,12862.74693
MNP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOZ,291.1703092,307.7687619,285.2725523,310.2886174,324.5853759,327.1658184,359.4018513,396.0781446,429.4002178,474.2577014,477.7672638,532.2546827,573.7001454,606.9256872,652.9813361,697.7704264,767.0915482,825.4891524,878.4360543,914.547011,959.0425795,1023.065084,1035.522437,1084.98419,1139.051782,1291.268034,1363.674953,1283.65987,1320.54788,1335.877014,1297.298716,1342.290121
MRT,2636.117065,2702.825456,2744.292333,2898.735543,2797.512396,3057.862859,3212.737835,3057.77602,3098.323799,3174.274261,3037.615045,2998.911325,3003.597336,3184.464134,3329.05148,3622.853347,4294.758645,4201.626404,4146.676278,4057.720159,4092.527396,4225.571262,4262.063697,4481.251842,4295.051489,4200.152563,4700.106262,5108.549132,5317.464294,5569.539163,5389.646488,5591.83474
MUS,4941.082913,5277.472092,5674.129274,6031.887358,6326.313399,6678.237495,7107.450487,7546.139944,8009.767788,8229.436411,9017.168812,9453.988506,9688.88741,10390.0858,11061.38351,11542.4898,12419.51631,13424.35596,14366.81209,14898.60643,15700.24306,16653.2438,16963.51124,17866.30682,18488.04679,19229.83549,20701.21897,21415.11611,22738.69296,23834.965,20528.83365,22240.13496
MWI,664.9753556,732.2306317,687.8653866,770.4793594,703.7862306,830.3365985,891.2571053,918.8132744,939.0523151,953.9572147,964.7755527,914.2061781,921.5333257,969.6205427,1023.880507,1062.511256,1116.037019,1221.572403,1302.426002,1379.708733,1450.042906,1508.192132,1467.138181,1572.833472,1530.930754,1445.735112,1454.358941,1472.146868,1532.489312,1602.01559,1591.475591,1658.334418
MYS,6810.895412,7509.213298,8150.312483,8942.157351,9728.505292,10637.17212,11614.94244,12359.83445,11290.14989,11858.82997,12898.50332,12969.48229,13595.39868,14375.00006,15454.4359,16462.22094,17568.26094,18807.43054,19713.87676,19188.36498,20511.00574,21704.74427,22985.80166,23477.99117,24607.66873,24801.88843,25546.12952,26661.50742,28236.20719,29620.97866,27921.41095,29617.29676
NAC,23399.42254,23845.82644,24905.46354,25859.91862,27144.61721,28125.37692,29380.4098,30849.07089,32212.67529,33862.62611,35650.12322,36460.32577,37310.27144,38792.38218,40962.00099,43360.92832,45501.79534,47221.5147,47767.80731,46376.8032,47808.0293,49236.05772,50842.1091,52395.7477,54188.06728,55554.45921,56724.76313,58746.95762,61504.08788,63475.50692,61337.15661,67513.07328
NAM,3703.126818,4018.958895,4288.28315,4214.604064,4278.030489,4437.565768,4563.47378,4739.343284,4854.367856,4995.669079,5196.744542,5290.675254,5545.735792,5808.389686,6595.635065,6864.484323,7449.968286,7921.05922,8137.389224,8065.154077,8500.451374,8958.932313,9341.106683,9735.532643,10467.22804,10633.29442,10427.12176,10171.4215,10328.44753,10223.21253,9358.537168,9805.181879
NCL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NER,762.9312671,760.4298945,767.5732916,762.1802101,766.2565137,774.353996,762.3105923,760.1044616,815.8554731,796.5174698,776.1964518,820.9556594,843.2824557,846.7765188,840.895701,896.7888016,943.3217179,962.4207003,1017.531771,1005.121267,1062.806408,1068.244853,1158.66902,1127.348953,1142.516865,1145.309402,1153.339689,1163.22617,1229.080091,1276.049385,1288.153512,1309.814499
NGA,2056.867741,2080.400355,2170.916527,2123.321648,2076.867973,2066.770153,2139.013913,2184.751863,2210.605591,2199.260706,2303.494379,2432.896817,2778.61518,2965.430138,3242.645046,3468.792027,3694.764195,3939.649153,4174.713581,4419.862184,4703.720405,4922.702345,4982.945399,5225.172934,5507.169495,5426.332787,5234.679127,5190.356127,5278.231321,5352.241119,5185.988584,5459.158598
NIC,1973.199877,1991.155556,1998.990333,1993.577063,2059.565549,2182.461229,2318.863664,2408.686631,2483.516353,2652.292447,2780.035925,2883.572329,2908.783474,2999.133717,3199.220033,3394.175227,3594.608932,3826.219631,3978.543407,3819.56256,3981.506784,4263.177227,4427.946924,4610.298981,4941.699702,5293.870462,5694.054287,6004.02858,5866.5711,5675.564316,5573.868729,6331.672499
NLD,19164.80342,20136.83077,20789.33632,21400.09421,22369.00399,23433.65269,24508.78975,26017.05322,27708.97207,29268.5361,31870.83351,33180.18292,34447.20532,34149.61923,35809.78566,37625.56171,41013.78664,43939.14534,46420.20168,44556.92115,45043.90423,46599.02103,47272.10302,49241.51784,49233.2154,50288.59139,52288.41508,55088.6338,57826.6285,59004.32497,59266.90858,63766.88711
NOR,18451.15237,19570.06452,20612.19002,21572.36571,23015.46833,24347.8175,26818.30357,28608.65413,28186.39132,30555.04906,36936.48651,37764.30844,37980.35398,38593.70835,42549.94387,47797.52995,54160.4818,55930.53347,61716.59971,55364.21942,57919.65195,62076.74066,65354.77925,66961.2531,65892.68928,60368.92087,58939.91261,64050.75617,69808.32941,66799.16472,62644.84574,79201.23025
NPL,856.6407557,917.7343875,951.0797168,983.8845862,1058.983355,1090.941625,1142.868284,1194.5345,1218.88372,1265.78446,1349.962286,1422.508725,1424.272228,1488.295004,1578.507295,1663.370047,1750.480683,1836.859826,1965.219302,2050.786913,2164.951653,2283.18558,2505.39181,2702.224963,2947.316487,2996.220462,2989.675006,3565.197807,3863.870402,4119.584979,3996.66547,4260.839694
NRU,,,,,,,,,,,,,,,4389.814882,4416.132259,4989.823139,3945.691487,4898.090379,5342.472071,5969.00648,6662.389495,7508.306732,9908.098434,12673.85385,13165.99204,13641.37711,12973.82018,13960.44332,14096.62255,14337.26541,15102.66104
NZL,14864.00053,14568.98984,14921.57702,15966.02181,17099.30791,17915.41703,18470.15123,19143.8128,19347.41567,20579.36592,21513.70277,22508.93671,23306.27954,23973.63396,25091.15698,25677.41908,27755.52704,29369.80819,29827.14255,30681.24454,31222.45448,32701.3786,32988.60976,36242.62123,37293.35679,37479.68298,39933.57444,42218.53771,42520.75442,45554.8094,44657.77372,46419.5087
OED,16611.24382,17259.75415,17893.8041,18367.64195,19173.80768,19944.83839,20840.00317,21778.37521,22355.62498,23220.9926,24648.34689,25415.92009,26205.30215,26984.19366,28413.81758,29747.05476,31721.16087,33271.53355,34139.45232,33207.92471,34475.97169,35912.7168,36885.07743,38187.12247,39293.97759,40394.87658,41754.47742,43335.85684,45008.45073,45977.13997,44813.24873,48482.06692
OMN,26185.94566,27478.45735,29094.18745,30229.60924,30932.6261,32319.13093,33422.29066,35839.92155,37166.29029,37764.02617,40912.35343,43195.45775,42644.29068,41415.4333,42031.13341,43265.76254,45731.05909,47647.53055,50751.97735,51839.46503,50462.38954,49583.74381,50848.47581,48174.84971,44374.88159,35803.65721,33187.95461,33308.48431,33373.381,32604.34544,31117.75771,
OSS,,,,,,,,,,,11144.37553,11732.71458,12308.17545,12906.36529,14256.72538,15203.40948,17100.03977,18967.41726,20516.06193,20797.60356,22430.8699,24192.16834,25304.60379,25593.87775,25413.78565,21681.40585,21181.29583,22654.48685,23209.93322,23666.31938,22278.42117,23613.98531
PAK,2162.576204,2282.489413,2445.255772,2478.132797,2554.181376,2661.654553,2762.031773,2757.859242,2779.726548,2842.366689,2951.413309,3047.3602,3096.723898,3262.952601,3521.261223,3780.600005,4033.583711,4244.829829,4301.397167,4353.232665,4379.058818,4494.809312,4523.142308,4618.694924,4770.644237,4921.89157,4963.526707,5091.087164,5420.695792,5542.208851,5426.019788,5877.64258
PAN,5039.466742,5582.741047,6051.56032,6399.734603,6586.108498,6703.269604,6960.62148,7385.949577,7856.621797,8115.366818,8358.224817,8430.61276,8587.342153,8954.872323,9704.577668,10532.57755,11583.27572,13082.82258,14387.3688,14401.48823,15155.19717,16923.94652,18679.51395,20809.85514,22897.40264,25319.2167,27828.55571,30446.84956,31780.59909,32767.18697,26780.3006,31680.18601
PER,3357.706148,3477.246943,3468.816236,3666.78232,4127.874449,4443.364682,4565.934677,4855.825142,4806.018585,4866.895263,5037.537159,5117.230543,5419.39799,5699.483153,6086.620457,6614.108142,7269.979011,8036.41525,8866.318061,8948.761452,9731.487772,10476.79633,10767.67733,11295.96326,11510.27888,11572.32079,12013.37739,12506.52938,13086.79035,13401.00669,11908.0607,13895.27582
PHL,2648.151516,2658.763872,2664.970512,2721.784903,2833.956783,2957.659485,3116.082505,3259.838947,3207.504205,3288.713549,3435.630849,3543.768597,3655.106486,3837.297649,4116.937566,4372.500231,4662.660671,5014.31919,5244.727884,5267.170014,5626.897925,5865.343551,6296.827614,6614.683524,6960.900716,7186.76928,7703.762275,8120.868793,8719.587979,9290.966062,8394.242258,9119.693358
PLW,,,,,,,,,,,9945.562006,10664.90493,11074.87567,10831.15797,11633.22193,12521.67034,13012.8779,13909.37126,13678.48101,13152.77681,13589.25367,14970.49907,15604.97215,15368.2501,16620.19169,18011.15087,18122.12652,17768.41105,18069.89971,17954.12383,16318.67895,
PNG,1437.660913,1590.375899,1809.511941,2139.661429,2261.912454,2180.588759,2334.984957,2227.036983,2114.750568,2132.987124,2079.089047,2078.203131,2064.395549,2107.581858,2177.263664,2336.298338,2480.629246,2681.57446,2659.40062,2791.013308,3040.117384,3069.759742,3204.709295,3317.132905,3760.373516,3967.443954,4143.378505,4285.109475,4289.676883,4473.77725,4285.765475,4445.364769
POL,6181.891777,5921.537014,6189.794071,6556.684535,7036.272736,7681.196891,8275.801595,8936.625782,9487.754278,10040.89838,10672.12109,11119.71515,11804.26626,12288.46287,13353.6821,13896.79338,15152.33608,16802.83391,18303.35292,19239.92847,21072.52658,22827.69814,23745.6978,24567.50617,25475.50469,26862.05252,28322.10698,30064.50348,31953.03503,33797.76736,34286.98508,37502.55987
PRE,1478.659577,1498.223842,1539.250861,1545.327677,1537.916176,1576.628211,1654.82262,1758.494052,1876.760098,1950.505632,2063.329638,2140.54122,2203.812793,2120.834089,2401.004682,2545.000917,2708.851128,2863.174898,3019.709365,3091.597214,3237.496544,3349.392826,3410.149155,3553.353242,3642.65306,3456.643528,3449.21789,3537.892294,3619.697082,3702.335622,3560.045525,3740.728985
PRI,13408.70736,14081.62741,14962.9833,15894.66318,16757.25399,17722.43736,18258.49414,19299.55592,20478.15326,21776.69047,22935.20288,24879.21758,25465.67357,25965.87902,28989.62829,29346.92352,29952.63636,30582.98731,30774.76017,30533.38344,30928.79093,31824.15484,32582.62241,33172.67126,33682.85003,34016.02235,34346.86733,34363.75463,35118.78277,36273.87183,34333.74725,
PRK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT,11773.62199,12732.77788,13175.0759,13195.6234,13570.88323,14398.92008,14917.56036,15788.69698,16687.06971,17718.15157,18876.65948,19524.88674,20356.6473,20851.08854,21477.82618,22725.27749,24682.71885,25733.12709,26665.8373,26458.91104,27261.95345,26769.51189,26438.0163,27936.03966,28742.44038,29660.89607,31607.75424,33044.71674,34928.54353,36172.07254,34177.08571,35888.16538
PRY,5385.825328,5614.998852,5694.972338,5969.357794,6268.885917,6678.517698,6751.232582,7000.799906,6932.201558,6789.626242,6646.612527,6609.011671,6585.007752,6879.472751,7225.607808,7488.941084,7969.188901,8505.714498,9106.203424,9018.039513,10002.62682,10503.59585,10018.72363,11062.55873,11454.42888,11486.52319,12041.72354,12590.54844,13134.16336,13147.96186,13034.71654,13975.85823
PSE,,,,,2200.900885,2301.603029,2268.342576,2530.032316,2851.449401,3052.078825,2782.160561,2514.878463,2178.701079,2469.183648,3013.3813,3371.513879,3354.098695,3485.041614,3712.204098,3950.2413,4120.271088,4494.731323,5255.825609,5371.6871,5510.13293,5954.400784,6305.391803,6401.740891,6469.152794,6509.035299,5698.412057,6199.451018
PSS,2849.048789,2880.232479,3058.106322,3160.84302,3325.494097,3475.157781,3613.595836,3575.09508,3626.62736,3847.732486,3827.415085,3925.56456,4042.462136,4153.895636,4397.131912,4571.206711,4757.241905,4824.551824,4936.559707,4864.897943,5016.800941,5240.568209,5443.07916,5719.082201,6403.113495,6809.412945,6951.434353,7283.359765,7581.899036,7635.37064,6761.861684,6691.550788
PST,18011.35632,18714.72579,19348.57009,19846.88787,20707.7774,21577.76736,22503.69793,23489.22254,24288.60314,25341.45997,26939.92167,27907.97669,28869.07311,29818.7627,31434.47293,32963.60265,35095.09383,36838.52655,37775.44907,36709.62738,38044.91399,39486.38528,40540.78925,42021.81331,43126.49242,44219.20952,45713.30004,47523.30488,49529.19745,50840.01474,49487.60124,53501.36285
PYF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QAT,,,,,,,,,,,96713.10551,98980.35855,103395.3254,102794.7706,113889.9861,109910.4023,120966.6439,123032.9463,125130.0112,122393.8235,132062.4619,139358.9653,141634.7038,138229.769,129068.5789,92968.2321,83102.35049,91738.75279,93143.34557,93844.06063,89961.43323,93521.4418
ROU,5277.482124,4792.59502,4512.647211,4696.626691,4992.784891,5426.19767,5743.961975,5564.09451,5544.308572,5596.472489,5848.084955,6518.675292,7162.365778,7559.975349,8990.32565,9602.104759,11556.62425,13700.09357,16782.22907,16631.85819,16976.25909,17896.27586,18869.56897,19781.92571,20657.67329,21605.83562,24271.47002,27141.90093,29342.04115,31867.26319,32202.20866,35413.99058
RUS,8027.75293,7857.815918,6862.383789,6419.509277,5734.410156,5613.280762,5517.858887,5699.947754,5465.056152,5914.326172,6825.391602,7361.36377,8037.474609,9254.537109,10226.7666,11822.34668,14912.23438,16648.24219,20163.60938,19389.94141,20490.12695,22798.67383,24303.47266,26073.875,25761.64844,24085.32422,24128.08594,25926.44336,28821.26172,30067.74023,29916.01367,32803.35547
RWA,554.987705,575.5124065,658.6870161,662.9986147,355.4852147,499.1703573,556.2641642,603.4059789,612.4599047,601.5980881,630.3857346,674.0073055,756.8005301,776.7419614,844.8165694,935.8020958,1030.021422,1110.317628,1224.79498,1275.092744,1349.667255,1450.651467,1488.74193,1543.347604,1706.753166,1804.62951,1882.457397,1975.248661,2138.649927,2321.526953,2213.568598,2494.050572
SAS,1266.287325,1306.536921,1383.476122,1445.562254,1532.058882,1637.616373,1745.195923,1804.33621,1887.643272,2021.538983,2111.432979,2214.378135,2287.946462,2459.734712,2670.911184,2914.121061,3181.345468,3448.981043,3571.99434,3789.654741,4063.54152,4297.575351,4628.273459,4815.497708,4994.477114,5205.508334,5589.978381,5899.629315,6349.493853,6638.476503,6297.758877,7025.02116
SAU,32052.37305,36884.90614,38072.17519,37402.96983,37463.56815,37457.67056,38336.95493,38670.09824,39471.73303,37737.18215,39837.30868,39219.0013,37637.52741,41456.77287,44614.43668,47184.06644,48604.13819,49454.3482,52096.73332,49920.62755,51535.46797,56133.14419,57364.98511,55908.24993,55726.10231,48611.11934,45484.44835,47306.21202,48767.83655,48983.55126,46778.29837,49551.33457
SDN,1531.91394,1659.223267,1762.44104,1838.186035,1847.253052,1946.879639,2044.481934,2395.037598,2458.406494,2500.734863,2645.417969,2801.803467,2933.361084,3091.736572,3245.959961,3439.460693,3673.709961,3880.858398,3997.180908,3808.653564,3900.696533,4216.373535,3805.895752,3838.360107,4427.44873,4434.475098,4757.057129,4598.850098,4474.155762,4349.709961,4142.11084,4217.220703
SEN,1551.980071,1598.46478,1607.843014,1620.349597,1608.354783,1686.223325,1708.008546,1747.632012,1828.119751,1924.871911,1997.199594,2079.635685,2062.613411,2166.669121,2270.285774,2380.728085,2446.929044,2516.710086,2589.5867,2606.182642,2653.151604,2669.517086,2739.419,2742.420736,2830.697309,2971.346817,3075.937351,3203.906368,3388.550158,3510.418402,3503.595017,3768.667149
SGP,23812.9761,25528.01351,27019.36501,30059.38906,33054.58648,35087.00902,36869.56203,39283.07853,37557.02522,39943.71835,43775.87265,43104.28273,45080.26634,48774.72472,54377.34385,58814.91445,64054.27086,68793.70978,67718.4183,66212.31751,75389.76818,80052.3915,82064.96119,83001.7878,84423.19134,86974.74762,89436.59811,95310.33386,100686.2371,102431.3157,99681.29415,116486.4732
SLB,1368.748503,1458.26692,1633.941342,1690.916231,1814.680729,1982.859768,1994.810814,1955.203919,1947.877383,1912.427803,1631.545466,1494.691904,1436.56641,1520.050512,1623.043791,1723.709554,1820.246497,1908.656657,2012.267688,2029.559811,2177.332332,2323.935236,2348.475664,2449.761398,2454.119063,2446.88543,2547.684708,2663.492004,2761.599595,2772.800833,2618.323702,2656.100603
SLE,775.5520186,815.1831496,675.3836917,703.9338379,708.1029335,666.0173236,688.7132286,655.9725166,668.078868,652.0461858,692.2246074,639.2708108,785.7542429,836.2581146,876.1278365,908.9110605,945.7734063,1021.496488,1071.535203,1088.100578,1134.212524,1203.210638,1405.573377,1746.555737,1787.646837,1586.689754,1596.618799,1633.730738,1694.128414,1777.158358,1726.964157,1816.170271
SLV,2925.217971,3027.891354,3268.991174,3493.360912,3687.392212,3896.223,3956.637063,4110.461568,4229.089343,4346.125259,4461.821062,4572.135088,4688.633651,4830.140086,4979.220344,5249.864562,5621.657087,5855.513241,6068.935355,5955.179406,6127.645045,6465.808489,6541.216164,6877.146376,7233.195221,7597.689174,8038.629794,8454.052167,8821.519457,9146.512043,8419.799438,9668.727256
SMR,,,,,,,,43146.67854,46386.79799,50749.25054,52414.03032,55856.39251,56182.22941,58705.63209,62193.98408,64843.98188,68540.19207,74459.11674,74598.99446,66474.43271,62784.41445,57954.42968,54450.48403,53465.09402,55432.06994,55614.62185,57455.56217,58867.01326,60969.1659,63192.05517,59571.9068,
SOM,,,,,,,,,,,,,,,,,,,,,,,,811.0357469,931.0427211,1082.885879,1135.542998,1079.112443,1156.516094,1236.524544,1245.642283,1302.452519
SRB,,,,,,4825.753526,5227.119904,5716.471465,5996.641942,5528.025339,6019.114926,6481.992612,7224.61832,7645.785777,8487.604645,9181.688301,10209.18352,11236.22508,12632.07784,12533.96547,12798.27213,13746.92502,13933.84462,14629.0068,14659.57951,14928.46704,15858.09627,16611.02374,17717.9058,18822.36077,19093.95531,21432.41034
SSA,1795.983756,1815.969749,1804.804614,1788.594659,1797.62943,1850.146837,1929.91812,1994.766445,2014.692538,2036.478023,2100.521832,2182.357482,2291.204042,2371.26567,2528.047389,2692.789806,2867.382344,3043.812409,3178.124607,3206.505277,3342.584725,3462.883338,3451.45346,3624.967997,3786.081384,3775.64796,3802.948907,3847.60412,3948.03933,4022.222217,3892.035464,4118.811571
SSD,,,,,,,,,,,,,,,,,,,2913.320449,2943.269223,3021.279167,2844.516996,1519.142314,2099.236859,1495.509754,1234.725576,,,,,,
SSF,1796.961028,1816.989085,1805.916371,1789.789557,1798.803371,1851.29619,1931.116227,1996.119273,2016.154474,2037.949746,2102.009214,2183.794248,2292.628125,2372.578205,2529.303688,2694.180531,2868.921615,3045.532784,3179.770485,3208.093436,3344.241995,3464.69055,3453.195811,3626.755129,3788.050986,3777.614696,3805.08053,3849.819301,3950.325982,4024.566997,3894.153909,4120.999811
SST,,,,,,,,,,,10296.55557,10806.62979,11332.88317,11948.6897,13094.29279,13953.11169,15613.17548,17155.59379,18402.14634,18525.29739,19824.28459,21244.06187,22104.59272,22412.31078,22368.95907,19573.84974,19194.78363,20487.74698,21041.06063,21475.95632,20168.26203,21440.8275
STP,,,,,,,,,,,,1840.793961,1879.002133,2001.919728,2088.19002,2251.72845,2466.940906,2543.350646,2725.255196,2733.317819,2877.190603,2997.201274,2954.735997,3319.07533,3817.190316,3837.492528,3889.527518,3952.945394,4088.678661,4174.385425,4273.49342,4445.92956
SUR,6609.459115,6884.255533,6940.761966,6515.082502,6768.632632,6804.962638,6899.604599,7321.320581,7480.570041,7390.711432,7625.701102,8029.015171,8284.183873,8874.798934,9772.639389,10410.7414,11222.71449,11975.5907,12564.95741,12877.40197,13550.01845,14475.07261,15785.12357,16815.11043,17261.07558,17210.27034,15062.44129,18283.68839,19459.7015,19840.18306,16733.38268,16675.63838
SVK,,,7172.285168,7467.047784,8067.913495,8692.957338,9404.878515,10086.13476,10623.00698,10714.17713,11376.55592,12385.98843,13312.20331,14181.12184,15226.33843,16639.39412,18914.02796,21222.38033,23725.85776,23080.58654,25302.23272,26145.88938,26888.3481,27915.43321,28929.52636,29964.88861,29645.74189,30061.55147,31214.59257,31966.55484,31356.45828,33010.29075
SVN,,,,,,13620.49683,14304.35572,15282.77768,16056.05073,17083.25172,18001.22916,18948.20389,20241.52568,21112.37522,22760.94697,23852.64304,25720.44955,27570.14519,29604.29147,27537.75846,27826.87234,28931.38332,29042.82027,29973.69935,30870.02367,31628.24718,33936.04406,36507.55304,38961.54435,40670.87787,39725.25919,43624.67321
SWE,20414.11667,20720.8957,20825.06038,20757.40546,21877.8025,23094.05196,23927.51439,24805.82457,25887.83818,27471.55827,29618.27926,29927.59927,30926.5056,31814.86351,33858.61143,34244.46502,37730.16375,40905.14587,42158.2957,40279.4616,42223.91967,44608.58026,45432.43197,46312.39238,47184.66913,49103.13343,50430.25282,51947.95425,53521.63064,54598.78035,55064.88501,59323.96461
SWZ,3514.644084,3597.537403,3703.042535,3817.373917,3904.883893,4092.515891,4242.111892,4366.448145,4454.263823,4583.980128,4716.60459,4834.424649,5097.435556,5379.978048,5705.125385,6211.046976,6750.19845,7194.587774,7341.445117,7450.812028,7772.183348,8057.563801,8266.491725,8708.440279,8798.29399,8813.008782,8705.84317,8408.035915,8725.110443,9018.115773,8865.017138,9815.812257
SXM,,,,,,,,,,,,,,,,,,,,32606.31806,34236.10772,37233.96838,32878.44088,32478.29896,38858.58146,38211.83319,38230.03186,37914.12297,35973.1825,,,
SYC,8956.3608,9388.944403,10243.50195,10906.45889,10759.70224,10735.62497,11302.7287,12722.75766,13677.02182,13854.58434,14255.20519,14232.85955,14189.46737,13772.63331,13790.20142,15431.83189,17045.94746,19232.62333,18756.49571,18594.94787,19389.98786,21922.73953,21565.038,22369.39122,24682.86364,24739.96499,26824.75405,28116.71049,29427.16472,30605.37964,28338.97714,29837.46188
SYR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCA,,,,,,,,,,,,,,,,,,,,,,21235.74296,19374.07813,20119.53195,22029.96123,24098.85066,26353.17023,27060.58966,28833.656,30485.60747,22283.97785,23390.47367
TCD,697.6109449,758.1156129,811.1323547,677.8188919,738.0555982,737.9186686,742.5612529,771.2120536,805.4923047,782.7097303,764.7134222,840.6656213,891.2244249,1003.156356,1325.472387,1546.49147,1549.230386,1588.333043,1613.684177,1637.392451,1819.89455,1797.749797,1730.793964,1569.058704,1677.090331,1820.059909,1664.512586,1587.032328,1613.979598,1646.293573,1591.669953,1590.55299
TEA,1470.672704,1612.391012,1792.103322,1998.71446,2221.180099,2453.432636,2684.72767,2879.765398,2902.284102,3081.174568,3348.069888,3611.273612,3912.718926,4292.107745,4751.68769,5318.189759,6004.350388,6838.194238,7485.592563,8032.223847,8842.81038,9697.885846,10501.36152,11092.28944,11602.58783,11926.40511,12451.53695,13131.92163,14211.59392,15200.89164,15433.10124,17092.36463
TEC,6930.749211,6737.705518,6281.560019,6122.302375,5663.411256,5749.139941,5888.731366,6161.178465,5789.377523,5995.561847,6641.786938,7021.254227,7521.823621,8230.292681,9178.455589,10197.30731,12053.43338,13440.62152,15320.19563,14930.02003,15968.00361,17535.97223,18527.15112,19846.5237,20263.36288,20030.74559,20621.89918,21925.39727,23398.94588,24119.15816,24057.54034,26432.4216
TGO,832.5590141,835.067209,802.8682917,683.4264277,784.7648783,842.4767418,907.4037646,1023.486861,979.2223525,986.1590265,971.3498496,974.0825514,1000.54349,1061.56804,1052.323659,1008.150877,1038.803391,1026.295245,1059.294399,1094.9874,1144.45785,1210.142847,1227.156159,1275.325318,1328.380291,1397.332402,1954.203573,2012.240693,2110.579674,2211.453835,2223.316956,2380.165428
THA,4306.922328,4776.688209,5227.617027,5740.82519,6274.504078,6857.316597,7296.20465,7132.672238,6582.420465,6900.449956,7294.594419,7644.615099,8172.994164,8866.93177,9611.274226,10261.32491,11036.56937,11884.17388,12256.50575,12188.34839,13196.8176,13519.12902,14870.97555,15407.6654,15480.21079,15822.37099,16616.195,17422.95235,18533.96473,19216.84294,18197.94241,19209.49244
TJK,2638.690438,2479.422039,1767.178979,1487.821354,1177.840726,1037.581929,867.1128136,883.7428734,927.2744085,960.4277977,1047.402595,1154.631566,1277.366092,1420.510177,1579.701061,1705.897106,1845.406705,2002.589174,2157.257323,2208.33427,2328.712759,2496.582204,2750.355063,3027.814126,3303.098197,3150.427114,3114.895558,3252.932655,3496.891341,3732.561094,3854.190435,4288.360975
